name,slug,type,website,phone,email,address,coverage,trust_score,gphc_registered,cqc_regulated,mhra_compliant,gmc_doctors,medications,consultation_fee,consultation_method,bmi_requirement,wait_time,special_offers,delivery_options,locations,rating,review_count,image_url,logo_url,description,id,created_date,updated_date,created_by_id,is_sample
"London Weight Loss Clinic","london-weight-loss-clinic","Private Clinic","https://www.londonweightlossclinic.co.uk","","","","","","","","","","","","","","Same day","Free dietician appointment for patients who have reached their weight loss goal and want to gradually reduce their GLP-1 medication dosage.","","[]","4.4","12257","","","London Weight Loss Clinic offers medically supervised weight loss programs, including breakthrough medications like Mounjaro and Wegovy, complemented by personalized support to help individuals achieve sustainable weight loss.","688be861b921fab2e8157541","2025-07-31T22:04:17.392000","2025-08-02T23:23:36.837000","6886aa4a7118eb838f680beb",""
"Oxford Online Pharmacy","oxford-online-pharmacy","Pharmacy Chain","https://www.oxfordonlinepharmacy.co.uk","","","","","","","","","","","","","","Same day","10% off your next order with discount code B1TP241S","","[]","4.8","15000","","","Oxford Online Pharmacy is a fully registered UK pharmacy offering a secure online service with fast, free, and discreet shipping on all standard orders over £40. They provide NHS registered UK doctors and adhere to the standards set by the General Pharmaceutical Council.","688be861b921fab2e8157542","2025-07-31T22:04:17.400000","2025-08-02T23:23:39.772000","6886aa4a7118eb838f680beb",""
"PharmacyOnline","pharmacyonline","Pharmacy Chain","https://pharmacyonline.co.uk","","","","","","","","","","","","","","Same day","Free delivery on orders over £45; £20 off your first Wegovy or Mounjaro order with code: GLP20","","[]","4.5","1156","","","PharmacyOnline.co.uk is a UK-based, family-run online pharmacy offering prescription treatments through a free online prescriber consultation service, as well as over-the-counter products like paracetamol and cold treatments. They aim to make high-quality care accessible and convenient, delivering medications directly to patients' homes or workplaces, often within 24 hours.","688be861b921fab2e8157543","2025-07-31T22:04:17.405000","2025-08-02T23:23:41.293000","6886aa4a7118eb838f680beb",""
"Cloud Pharmacy","cloud-pharmacy","Pharmacy Chain","https://www.cloudpharmacy.co.uk","","","","","","","","","","","","","","Same day","","","[]","4.6","16855","","","Cloud Pharmacy is a UK-registered online pharmacy and clinic offering a range of healthcare services, including treatments for men's and women's health, weight management, and sexual health. They provide free online consultations for specific prescription medicines and deliver medications discreetly to patients across the UK. Their services are regulated by the General Pharmaceutical Council (GPhC), ensuring safe and confidential healthcare delivery.","688be861b921fab2e8157544","2025-07-31T22:04:17.410000","2025-08-02T23:23:46.716000","6886aa4a7118eb838f680beb",""
"London Slimming Clinic","london-slimming-clinic","Private Clinic","https://londonslimmingclinic.co.uk","","","","","","","","","","","","","","","","","[]","4.1","76","","","London Slimming Clinic is a UK-based weight management clinic offering licensed weight loss medications, including Saxenda, Wegovy, and Mounjaro. They provide online consultations conducted by fully trained, UK-registered prescribers, ensuring safe and effective weight loss solutions. The clinic is registered with the Care Quality Commission (CQC), and their healthcare professionals are registered with the General Medical Council (GMC) and the General Pharmaceutical Council (GPhC).","688be861b921fab2e8157545","2025-07-31T22:04:17.422000","2025-08-02T23:23:49.162000","6886aa4a7118eb838f680beb",""
"Click2Pharmacy","click2pharmacy","Pharmacy Chain","https://www.click2pharmacy.co.uk","","","","","","","","","","","","","","Same day","Free delivery on orders over £40","","[]","4.7","2000","","","Click2Pharmacy is a UK-based independent pharmacy offering affordable, high-quality prescription treatments and medicines. They provide online consultations for various conditions, including acne, erectile dysfunction, and weight loss, and operate a local clinic in Oldham, offering services like blood tests, ear wax removal, and travel vaccinations.","688be861b921fab2e8157546","2025-07-31T22:04:17.427000","2025-08-02T23:23:52.617000","6886aa4a7118eb838f680beb",""
"Superdrug Online Doctor","superdrug-online-doctor","Online Doctor Service","https://onlinedoctor.superdrug.com","","","","","","","","","","","25","","","Same day","10% discount for new users, 10% student discount","","[]","4.3","31703","","","Superdrug Online Doctor offers a range of healthcare services, including online consultations, at-home test kits, and treatments delivered or available for collection in as little as 3 hours. Services cover areas such as women's health, weight loss, skin and hair health, and travel health.","688be861b921fab2e8157547","2025-07-31T22:04:17.439000","2025-08-02T23:23:56.265000","6886aa4a7118eb838f680beb",""
"Boots Online Doctor","boots-online-doctor","Online Doctor Service","https://onlinedoctor.boots.com","","","","","","","","","","","15","","","2-24 hours","£32 per month for coaching; £46 per month for coaching only","","[]","2.75","51","","","Boots Online Doctor offers convenient online healthcare services, including prescription treatments and home test kits, with options for in-store pickup or free home delivery.","688be861b921fab2e8157548","2025-07-31T22:04:17.468000","2025-08-02T23:24:01.172000","6886aa4a7118eb838f680beb",""
"Phlo Clinic","phlo-clinic","Private Clinic","https://www.phloclinic.co.uk","","","","","","","","","","","","","","Up to 3 working days","","","[]","4.8","922","","","Phlo Clinic is an online prescription service offering treatments for weight loss, general health, and female health. Their services include weight loss injections, daily and emergency contraception, period delay, and menopause treatments. They provide free Royal Mail Tracked 24 delivery and have a qualified, GPhC-certified clinical team.","688be861b921fab2e8157549","2025-07-31T22:04:17.477000","2025-08-02T23:24:03.401000","6886aa4a7118eb838f680beb",""
"Pharmacy2U","pharmacy2u","Pharmacy Chain","https://www.pharmacy2u.co.uk","","","","","","","","","","","","","","","Up to 30% off on health and wellness products","","[]","4.6","579000","","","Pharmacy2U is the UK's largest online pharmacy, offering free home delivery of NHS repeat prescriptions, online doctor consultations, and a wide range of health and wellness products.","688be861b921fab2e815754a","2025-07-31T22:04:17.483000","2025-08-02T23:24:06.149000","6886aa4a7118eb838f680beb",""
"Online Pharmacy 4U","online-pharmacy-4u","Pharmacy Chain","https://online-pharmacy4u.co.uk","","","","","","","","","","","","","","","","","[]","2.5","337","","","Online Pharmacy 4U is a UK-based online pharmacy offering a range of prescription healthcare services, including consultations and genuine medications delivered discreetly to your door. Their services are free, with a simple online consultation process that takes only a few seconds. They stock 100% regulated and approved medications from top leading brands. All services, from consultation to prescription, are free, as stated on their website.","688be861b921fab2e815754b","2025-07-31T22:04:17.487000","2025-08-02T23:24:11.240000","6886aa4a7118eb838f680beb",""
"Levity","levity","Digital Health Service","https://www.joinlevity.co.uk","","","","","","","","","","","","","","","","","[]","","","","","Levity is a UK-based weight loss service that offers evidence-based, clinically proven medications combined with personalized support from a team of clinical experts to help individuals achieve long-term weight loss. Their program includes consultations, prescriptions, weight loss injections, convenient delivery, and unlimited access to clinical support.","688be861b921fab2e815754c","2025-07-31T22:04:17.494000","2025-08-02T23:24:13.161000","6886aa4a7118eb838f680beb",""
"Envigore","envigore","Private Clinic","https://www.envigore.co.uk","","","","","","","","","","","","","","Same day","25% lifetime discount on all pens; £150 worth of gifts","","[]","4.8","87","","","Envigore is a UK-based online pharmacy and wellness provider specializing in GLP-1 weight loss medications, wellness treatments, prescription products, and expert advice. They offer fast next-day delivery, discreet packaging, and a responsive support team committed to customer care.","688be861b921fab2e815754d","2025-07-31T22:04:17.503000","2025-08-02T23:24:17.274000","6886aa4a7118eb838f680beb",""
"Click Pharmacy","click-pharmacy","Pharmacy Chain","https://www.clickpharmacy.co.uk","","","","","","","","","","","","","","Same day","Free Next Day Delivery on orders over £100","","[]","4.6","1472","","","Click Pharmacy is a UK-registered online pharmacy offering a wide range of treatments through a user-friendly website, delivering medications in a safe and discreet manner. They provide private prescription services, NHS prescriptions with free next-day delivery, and discreet packaging. Their London-based pharmacy team is available Monday to Friday, 9am to 5pm, to assist with any questions or advice. Contact them at 0207 867 3932 or help@clickpharmacy.co.uk.","688be861b921fab2e815754e","2025-07-31T22:04:17.538000","2025-08-02T23:24:23.478000","6886aa4a7118eb838f680beb",""
"SimplyMeds Online","simplymeds-online","Pharmacy Chain","https://simplymedsonline.co.uk","","","","","","","","","","","","","","Same day","10% off your first order with code: TRUST10","","[]","4.8","23946","","","SimplyMeds Online is a fully registered UK online pharmacy established in 2015, offering a wide range of prescription treatments through a confidential online consultation service. Operated by an in-house healthcare team, the service is safe, convenient, and never outsourced. SimplyMeds provides free standard recorded delivery on all orders and guarantees competitive pricing. The pharmacy is regulated to the same standards as local high street pharmacies, ensuring ethical and secure access to medication. With expert staff and a focus on customer care, SimplyMeds supports patients who need quick and reliable treatment options.","688be861b921fab2e815754f","2025-07-31T22:04:17.549000","2025-08-02T23:24:25.323000","6886aa4a7118eb838f680beb",""
"Dr.Online","dr.online","Online Doctor Service","https://dronline.uk","","","","","","","","","","","","","","Same day","","","[]","4.7","726","","","Dr.Online is a UK-based telemedicine service offering online consultations with licensed General Practitioners (GPs) through video calls. Their services include urgent medical advice, mental health support, medical certificates, prescription renewals, and travel consultations. Dr.Online emphasizes patient privacy and confidentiality, providing a convenient and efficient healthcare experience without the need for in-person visits.","688be861b921fab2e8157550","2025-07-31T22:04:17.567000","2025-08-02T23:24:27.275000","6886aa4a7118eb838f680beb",""
"The Care Pharmacy","the-care-pharmacy","Pharmacy Chain","https://www.thecarepharmacy.co.uk","","","","","","","","","","","","","","Same day","","","[]","5","740","","","The Care Pharmacy is an independent online-only pharmacy based in Bradford and Leeds, UK, offering free delivery services nationwide. They provide a range of private online services, including weight management clinics, travel vaccinations, and sexual health services. Their team comprises trained pharmacists, pharmacy technicians, dispensers, and delivery drivers with extensive experience, committed to delivering essential NHS services directly to patients' doorsteps without face-to-face contact. The pharmacy is regulated by the General Pharmaceutical Council (GPhC), ensuring all professionals meet the required standards.","688be861b921fab2e8157551","2025-07-31T22:04:17.585000","2025-08-02T23:24:32.025000","6886aa4a7118eb838f680beb",""
"Chemist4U","chemist4u","Pharmacy Chain","https://www.chemist-4-u.co.uk","","","","","","","","","","","","","","Same day","Free home delivery for all NHS prescriptions","","[]","4.8","104705","","","Chemist4U is a UK-based online pharmacy offering fast, safe, and discreet access to prescription medications, over-the-counter products, and expert-led wellness advice. Regulated by the General Pharmaceutical Council (GPhC) and the MHRA, they dispense over 180,000 prescriptions monthly and provide free home delivery for all NHS prescriptions. As an approved pharmacy partner of the NHS, they offer a wide range of services, including weight loss treatments like Mounjaro (tirzepatide) and Wegovy, prescribed following an online consultation with a UK-registered prescriber to ensure clinical suitability and safe use.","688be861b921fab2e8157553","2025-07-31T22:04:17.590000","2025-08-02T23:24:37.196000","6886aa4a7118eb838f680beb",""
"Medical Specialist Group","medical-specialist-group","Private Clinic","https://midlandhealth.co.uk","","","","","","","","","","","","","","","","","[]","","","","","Midland Health is an innovative private GP practice based in Edgbaston and Birmingham City Centre, committed to providing easy access to high-quality care. They offer a personalized service that considers all aspects of wellbeing, including mental health, lifestyle, and nutrition, aiming to support individuals and families in living happier, healthier lives.","688be861b921fab2e8157554","2025-07-31T22:04:17.600000","2025-08-02T23:24:38.593000","6886aa4a7118eb838f680beb",""
"Verve Health Group","verve-health-group","Private Clinic","https://www.vervehealthgroup.co.uk","","","","","","","","","","","","","","","Summer Free Assessment Offer","","[]","4.5","23","","","Verve Health Group offers comprehensive weight loss solutions, including surgical procedures, medical weight loss programs, and wellness services, with clinics in Bristol, Bath, and Newport.","688be861b921fab2e8157555","2025-07-31T22:04:17.608000","2025-08-02T23:24:42.045000","6886aa4a7118eb838f680beb",""
"Asda Online Doctor","asda-online-doctor","Online Doctor Service","https://onlinedoctor.asda.com/weight-loss-treatment/mounjaro","","","","","","","","","","","","","","","","","[]","","","","","Asda Online Doctor offers Mounjaro (tirzepatide) for weight loss treatment in the UK. Mounjaro is a weekly self-injectable pen that works by regulating appetite, helping individuals feel fuller and reducing hunger and food cravings. It is suitable for adults with a BMI of 30 kg/m² or greater (obesity) or a BMI between 27 and 30 kg/m² (overweight) with weight-related health issues such as prediabetes, type 2 diabetes, high blood pressure, or abnormal blood fat levels. The treatment is prescribed alongside a reduced-calorie diet and increased physical activity. Asda Online Doctor provides a free support package developed by in-house nutritionists and doctors, including detailed tips on nutrition and exercise, as well as templates for trackers and plans to help organize the weight loss journey. Payment methods accepted include Visa, Mastercard, PayPal, and PayPal Pay in 3. To request Mounjaro, individuals need to complete a short medical questionnaire, which will be reviewed by a doctor. If Mounjaro is suitable, the treatment will be sent, and access to exclusive weight loss support materials will be provided. For more information, visit Asda Online Doctor's website.","688be861b921fab2e8157556","2025-07-31T22:04:17.617000","2025-08-02T23:24:46.216000","6886aa4a7118eb838f680beb",""
"Harley Street Obesity Clinic","harley-street-obesity-clinic","Private Clinic","https://harleystreetobesityclinic.co.uk/pages/weight-loss-injections","","","","","","","","","","","","","","","","","[]","","","","","Harley Street Obesity Clinic offers weight loss injections, including Mounjaro and Wegovy, with online consultations and free home delivery. They provide ongoing support through 1-2-1 weight loss assistance, access to a private Facebook group, monthly support group meetings with the bariatric team, and daily email support and advice.","688be861b921fab2e8157557","2025-07-31T22:04:17.623000","2025-08-02T23:24:49.314000","6886aa4a7118eb838f680beb",""
"Midland Health","midland-health","Private Clinic","https://midlandhealth.co.uk","","","","","","","","","","","","","","","","","[]","","","","","Midland Health is an innovative private GP practice based in Edgbaston and Birmingham City Centre, committed to providing easy access to high-quality care for individuals and families. They offer a personalized service that considers all aspects of well-being, including mental health, lifestyle, and nutrition, aiming to support everyone in living a happier, healthier life.","688be861b921fab2e8157558","2025-07-31T22:04:17.640000","2025-08-02T23:24:52.420000","6886aa4a7118eb838f680beb",""
"The Slimming Clinic","the-slimming-clinic","Private Clinic","https://theslimmingclinic.com","","","","","","","","","","","50","","","2-3 days","£45 off pens with code LIVE; free postage and packaging before 8th August with code AUGPOST","","[]","1.9","1371","","","The Slimming Clinic offers doctor-led weight loss programs, including online consultations and a range of weight loss medications, such as injections and tablets, tailored to individual needs.","688be861b921fab2e8157559","2025-07-31T22:04:17.647000","2025-08-02T23:24:57.421000","6886aa4a7118eb838f680beb",""
"Calleva Clinic","calleva-clinic","Private Clinic","https://www.callevaclinic.co.uk","","","","","","","","","","","","","","Same day","Free initial consultation for weight loss injections and medical aesthetics","","[]","5","5","","","Calleva Clinic offers high-quality private healthcare services, including weight loss injections, menopause and HRT consultations, minor skin surgery, and earwax removal, with convenient video consultations available across England.","688be861b921fab2e815755a","2025-07-31T22:04:17.652000","2025-08-02T23:24:59.459000","6886aa4a7118eb838f680beb",""
"Mayfair Weight Loss Clinic","mayfair-weight-loss-clinic","Private Clinic","https://www.mayfairweightlossclinic.com","","","","","","","","","","{""Mounjaro"":{""Dosage"":""15mg"",""Corrected Price"":""245.00"",""Status"":""✅ Confirmed""}}","","","","","","","","","","","","Mayfair Weight Loss Clinic is a UK-based weight management clinic offering clinically approved weight loss treatments and personalized consultation services. Their UK-based medical team prescribes licensed weight loss medications such as Saxenda (Liraglutide), Wegovy (Semaglutide), and Mounjaro (Tirzepatide). All consultations are conducted by UK-registered prescribers, and medications are dispensed and shipped directly from a UK-based General Pharmaceutical Council (GPhC)-registered pharmacy. The clinic emphasizes adherence to healthcare authority guidelines and offers a bespoke online consultation process to support clients in their weight loss journey.","688bec55529d29b90dacb94a","2025-07-31T22:21:09.140000","2025-08-02T23:25:03.196000","6886aa4a7118eb838f680beb",""
"Chemist4U","chemist4u","Online Doctor Service","https://www.chemist4u.com","","","","","","","","","","{""Mounjaro"":[{""dosage"":""2.5mg"",""price"":129},{""dosage"":""5mg"",""price"":129},{""dosage"":""7.5mg"",""price"":169},{""dosage"":""10mg"",""price"":179},{""dosage"":""12.5mg"",""price"":189},{""dosage"":""15mg"",""price"":189}],""Wegovy"":[{""dosage"":""0.25mg"",""price"":99},{""dosage"":""0.5mg"",""price"":109},{""dosage"":""1mg"",""price"":109},{""dosage"":""1.7mg"",""price"":189},{""dosage"":""1.7mg"",""price"":249}]}","","","","","","","[]","4.8","104705","","","Chemist4U is a UK-based online pharmacy offering a wide range of healthcare products and services, including prescription medications, over-the-counter medicines, and health and beauty items. They provide free delivery on NHS prescriptions and emphasize customer privacy with discreet packaging. The company is regulated by the General Pharmaceutical Council and operates from registered pharmacy premises in Skelmersdale, Lancashire. Chemist4U has garnered positive reviews for its efficient service, competitive pricing, and user-friendly website.","688bf4ecbb7b511f770a0e73","2025-07-31T22:57:48.437000","2025-08-02T23:25:06.961000","6886aa4a7118eb838f680beb",""
"London Slimming Clinic","london-slimming-clinic","Online Doctor Service","https://www.londonslimmingclinic.co.uk/","","","","","","","","","","{""Ozempic"":[{""dosage"":""0.25mg"",""price"":60},{""dosage"":""0.5mg"",""price"":60},{""dosage"":""1mg"",""price"":60}],""Wegovy"":[{""dosage"":""0.25mg"",""price"":179},{""dosage"":""0.5mg"",""price"":199},{""dosage"":""1mg"",""price"":199},{""dosage"":""1.7mg"",""price"":259},{""dosage"":""2.4mg"",""price"":309}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":189},{""dosage"":""5mg"",""price"":189},{""dosage"":""7.5mg"",""price"":189},{""dosage"":""10mg"",""price"":199},{""dosage"":""12.5mg"",""price"":199},{""dosage"":""15mg"",""price"":199}],""Saxenda"":[{""dosage"":""3mg"",""price"":60}]}","","","","2-3 days","Saxenda Weight Loss Pens starting from £49","","[]","4.1","76","","","The London Slimming Clinic is a private health clinic in London, registered with the Care Quality Commission (CQC). They offer Saxenda weight loss injections, a prescription-only, once-daily medication for weight loss in overweight and obese individuals. Consultations are conducted by fully trained, UK-registered prescribers, ensuring safe and effective treatment plans.","688bf4ecbb7b511f770a0e74","2025-07-31T22:57:48.457000","2025-08-02T23:25:11.817000","6886aa4a7118eb838f680beb",""
"Click2Pharmacy","click2pharmacy","Online Doctor Service","https://www.click2pharmacy.com","","","","","","","","","","{""Saxenda"":[{""dosage"":""3mg"",""price"":60}]}","","","","Same day","10% off","","[]","4.5","2393","","","Click2Pharmacy is a UK-based online pharmacy offering a range of medical treatments and services, including NHS prescriptions, private prescribing, and various health services such as travel vaccinations, blood tests, and ear wax removal. They provide both online consultations and in-person services at their Oldham clinic.","688bf4ecbb7b511f770a0e75","2025-07-31T22:57:48.465000","2025-08-02T23:25:13.529000","6886aa4a7118eb838f680beb",""
"Bupa","bupa","Online Doctor Service","https://www.bupa.com.au","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":225},{""dosage"":""0.5mg"",""price"":225},{""dosage"":""1mg"",""price"":225},{""dosage"":""1.7mg"",""price"":345},{""dosage"":""2.4mg"",""price"":345}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":225},{""dosage"":""5mg"",""price"":225},{""dosage"":""7.5mg"",""price"":345},{""dosage"":""10mg"",""price"":345},{""dosage"":""12.5mg"",""price"":345},{""dosage"":""15mg"",""price"":345}]}","","","","","","","[]","","","","","Bupa is a health and care company committed to helping people live longer, healthier, happier lives and making a better world. In Australia, Bupa offers a broad range of services, including aged care and retirement, dental, optical, health insurance, and health services to the Australian Government. They employ more than 20,000 people across Asia Pacific, and they’re truly proud of the ways they support, recognise and develop their people so they can be happy, healthy and engaged, every day.","688bf4ecbb7b511f770a0e76","2025-07-31T22:57:48.474000","2025-08-02T23:25:17.889000","6886aa4a7118eb838f680beb",""
"Pharmacy2U","pharmacy2u","Online Doctor Service","https://www.pharmacy2u.co.uk","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":149},{""dosage"":""0.5mg"",""price"":159},{""dosage"":""1mg"",""price"":159},{""dosage"":""1.7mg"",""price"":179},{""dosage"":""2.4mg"",""price"":199}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":169},{""dosage"":""5mg"",""price"":179},{""dosage"":""7.5mg"",""price"":189},{""dosage"":""10mg"",""price"":189},{""dosage"":""12.5mg"",""price"":199},{""dosage"":""15mg"",""price"":199}]}","","","","Same day","20% OFF with code: MFUQVC","","[]","4.6","579000","","","Pharmacy2U is the UK's largest online pharmacy, offering free home delivery of NHS repeat prescriptions, private healthcare solutions, and a range of health and wellness products. They serve over 1.6 million patients and are a trusted NHS partner.","688bf4ecbb7b511f770a0e77","2025-07-31T22:57:48.482000","2025-08-02T23:25:22.669000","6886aa4a7118eb838f680beb",""
"PharmacyOnline","pharmacyonline","Online Doctor Service","https://www.pharmacyonline.com.au/","","","","","","","","","","{""Saxenda"":[{""dosage"":""3mg"",""price"":68}]}","","","","","Free shipping on pharmacy orders over $125*","","[]","","","","","Pharmacy Online is Australia's largest online pharmacy, offering a wide selection of health and beauty products, including medicines, vitamins, skincare, and fragrances, all within a secure and convenient environment.","688bf4ecbb7b511f770a0e78","2025-07-31T22:57:48.487000","2025-08-02T23:25:25.251000","6886aa4a7118eb838f680beb",""
"Cloud Pharmacy","cloud-pharmacy","Online Doctor Service","https://www.cloudpharmacy.com","","","","","","","","","","{""Saxenda"":[{""dosage"":""3mg"",""price"":59}]}","","","","","","","[]","4.6","16768","","","Cloud Pharmacy is an online pharmacy and clinic service specializing in men's and women's health, as well as weight loss. They offer free online consultations for specific prescription medicines and provide associated pharmacy medicines and goods at discounted prices. Their goal is to revolutionize healthcare in the UK by being the most customer-focused and user-friendly online pharmacy available.","688bf4ecbb7b511f770a0e79","2025-07-31T22:57:48.491000","2025-08-02T23:25:31.474000","6886aa4a7118eb838f680beb",""
"SimplyMeds Online","simplymeds-online","Online Doctor Service","https://www.simplymeds.co.uk","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":154},{""dosage"":""0.5mg"",""price"":154},{""dosage"":""1mg"",""price"":154},{""dosage"":""1.7mg"",""price"":154},{""dosage"":""2.4mg"",""price"":154}]}","","","","Same day","","","[]","4.8","23946","","","SimplyMeds Online is a UK-based online pharmacy established in 2015, offering a range of prescription treatments and over-the-counter medications. They provide a secure and efficient service, ensuring same-day dispatch and discreet packaging for all orders. Their team includes experienced pharmacists and prescribers, with a commitment to patient safety and confidentiality.","688bf4ecbb7b511f770a0e7a","2025-07-31T22:57:48.500000","2025-08-02T23:25:44.005000","6886aa4a7118eb838f680beb",""
"Levity","levity","Online Doctor Service","https://www.levitypharmacy.com/","","","","","","","","","","{""Mounjaro"":[{""dosage"":""All doses flat"",""price"":195}]}","","","","","First-month discount of $50","","[]","","","","","Levity is a US-based telehealth company specializing in weight loss programs. They offer clinically proven medications, including Ozempic, Wegovy, compounded semaglutide, and Mounjaro, combined with personalized support from licensed medical providers and registered dietitians. Their services are available in 26 states, with plans to expand further.","688bf4ecbb7b511f770a0e7b","2025-07-31T22:57:48.505000","2025-08-02T23:25:46.170000","6886aa4a7118eb838f680beb",""
"Boots Online Doctor","boots-online-doctor","Online Doctor Service","https://www.boots.com/online-doctor","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":199},{""dosage"":""0.5mg"",""price"":199},{""dosage"":""1mg"",""price"":199},{""dosage"":""1.7mg"",""price"":299},{""dosage"":""2.4mg"",""price"":299}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":219},{""dosage"":""5mg"",""price"":219},{""dosage"":""7.5mg"",""price"":229},{""dosage"":""10mg"",""price"":229},{""dosage"":""12.5mg"",""price"":249},{""dosage"":""15mg"",""price"":249}]}","15","","","2–24 hours","20% off Hayfever & Migraine Treatment Services with code PAIN20; 20% off Skin Condition Diagnosis Service with code WINTERSKIN; 25% off weight loss for new customers with code NEW25","","[]","","","","","Boots Online Doctor offers convenient, discreet access to prescription treatments and home test kits without the need for a GP appointment. Services include weight loss, hair loss, erectile dysfunction, acne, contraceptive pill, period delay, and more. Consultations are reviewed within 2–24 hours, with options for in-store pickup or free home delivery for most medicines.","688bf4ecbb7b511f770a0e7c","2025-07-31T22:57:48.510000","2025-08-02T23:25:47.832000","6886aa4a7118eb838f680beb",""
"Click Pharmacy","click-pharmacy","Online Doctor Service","https://www.clickpharmacy.com/","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":103.99},{""dosage"":""0.5mg"",""price"":103.99},{""dosage"":""1mg"",""price"":151.99},{""dosage"":""1.7mg"",""price"":199.99},{""dosage"":""2.4mg"",""price"":269}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":130},{""dosage"":""5mg"",""price"":138.99},{""dosage"":""7.5mg"",""price"":169},{""dosage"":""10mg"",""price"":183.99},{""dosage"":""12.5mg"",""price"":199},{""dosage"":""15mg"",""price"":229}]}","","","","Next day","Free next-day delivery on orders over £100","","[]","4.6","1472","","","Click Pharmacy is a UK-registered online pharmacy offering a wide range of prescription treatments and pharmaceutical services. They provide a fast, secure, and confidential service, including free next-day delivery on orders over £100. Their user-friendly website allows customers to complete a short, confidential medical questionnaire, which is reviewed by UK-registered prescribers to determine appropriate treatments. Medications are dispensed by their UK-registered pharmacy team and shipped in discreet packaging. For more information, visit their website at https://www.clickpharmacy.co.uk/.","688bf4ecbb7b511f770a0e7d","2025-07-31T22:57:48.514000","2025-08-02T23:25:51.059000","6886aa4a7118eb838f680beb",""
"Asda Online Doctor","asda-online-doctor","Online Doctor Service","https://www.asda.com/services/online-doctor","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":118.98},{""dosage"":""0.5mg"",""price"":138.98},{""dosage"":""1mg"",""price"":148.98},{""dosage"":""1.7mg"",""price"":178.98},{""dosage"":""2.4mg"",""price"":188.98}],""Mounjaro"":[{""dosage"":""2.5mg"",""price"":128.98},{""dosage"":""5mg"",""price"":138.98},{""dosage"":""7.5mg"",""price"":148.98},{""dosage"":""10mg"",""price"":158.98},{""dosage"":""12.5mg"",""price"":198.98},{""dosage"":""15mg"",""price"":198.98}]}","","","","Up to 72 working hours","","","[]","","","","","Asda Online Doctor by ZAVA offers convenient and affordable healthcare services, including medical advice, prescriptions, and treatments for a wide range of health needs, all accessible from the comfort of your home.","688bf4ecbb7b511f770a0e7e","2025-07-31T22:57:48.523000","2025-08-02T23:25:52.729000","6886aa4a7118eb838f680beb",""
"Dr.Online","dr.online","Online Doctor Service","https://dronline.ph","","","","","","","","","","{""Mounjaro"":[{""dosage"":""2.5mg"",""price"":150},{""dosage"":""5mg"",""price"":150},{""dosage"":""7.5mg"",""price"":180},{""dosage"":""10mg"",""price"":220},{""dosage"":""12.5mg"",""price"":250},{""dosage"":""15mg"",""price"":250}],""Wegovy"":[{""dosage"":""0.25mg"",""price"":150},{""dosage"":""0.5mg"",""price"":150},{""dosage"":""1mg"",""price"":180},{""dosage"":""1.7mg"",""price"":220},{""dosage"":""2.4mg"",""price"":250}]}","","","","Same day","","","[]","4.3","13","","","Dr.Online is a telehealth platform that connects patients with certified healthcare professionals for affordable and convenient care via phone or video consultations.","688bf4ecbb7b511f770a0e7f","2025-07-31T22:57:48.529000","2025-08-02T23:25:54.850000","6886aa4a7118eb838f680beb",""
"PrivateDoc","privatedoc","Online Doctor Service","https://www.privatedoc.com/","","","","","","","","","","{""Wegovy"":[{""dosage"":""1mg"",""price"":149.99},{""dosage"":""1.7mg"",""price"":219.99},{""dosage"":""2.4mg"",""price"":253.99}]}","","","","Next day delivery","","","[]","4.8","4649","","","PrivateDoc is an online digital health clinic offering consultations with UK-registered doctors for various health conditions, including weight loss, erectile dysfunction, hormone replacement therapy, skincare, hair loss, oral contraception, period delay, migraine, men's and women's sexual health test kits, hay fever, premature ejaculation, and supplement support. They provide genuine medications with next-day delivery in discreet packaging.","688bf4ecbb7b511f770a0e80","2025-07-31T22:57:48.533000","2025-08-02T23:26:50.100000","6886aa4a7118eb838f680beb",""
"Prescription Doctor","prescription-doctor","Online Doctor Service","https://www.prescriptiondoctor.com/","","","","","","","","","","{""Wegovy"":[{""dosage"":""0.25mg"",""price"":139.99},{""dosage"":""0.5mg"",""price"":139.99},{""dosage"":""1mg"",""price"":149.99},{""dosage"":""1.7mg"",""price"":219.99},{""dosage"":""2.4mg"",""price"":253.99}]}","","","","","","","[]","","","","","Prescription Doctor is a UK-based online pharmacy offering a range of treatments for various conditions, including weight loss, smoking cessation, and sexual health. They provide a secure and discreet service, with medications dispensed by a registered pharmacy and prescriptions issued by qualified clinicians. Services include next-day delivery and confidential consultations.","688bf4ecbb7b511f770a0e81","2025-07-31T22:57:48.538000","2025-08-02T23:26:48.193000","6886aa4a7118eb838f680beb",""
